Player,Season,Competition_country,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,Type1,Type,Goal_assist
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,19-01-2020,H,Juventus FC,Parma Calcio 1913,WON,CF,58,1,Right-footed shot,Paulo Dybala
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,19-01-2020,H,Juventus FC,Parma Calcio 1913,WON,CF,43,1,Deflected shot on goal,Blaise Matuidi
Cristiano Ronaldo,19/20,Italy,Italy Cup,Quarter-Finals,22-01-2020,H,Juventus FC,AS Roma,WON,LW,26,1,Left-footed shot,Gonzalo Higuain
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,26-01-2020,A,Juventus FC,SSC Napoli,WON,LW,90,1,Right-footed shot,Rodrigo Bentancur
Lionel Messi,19/20,Spain,Copa del Rey,Group Stage,30-01-2020,H,FC Barcelona,CD Leganes,WON,RW ,59,1,Left-footed shot,Frenkie de Jong
Lionel Messi,19/20,Spain,Copa del Rey,Group Stage,30-01-2020,H,FC Barcelona,CD Leganes,WON,RW ,89,1,Left-footed shot,Ivan Rakitic
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,02-02-2020,H,Juventus FC,ACF Fiorentina,WON,LW,40,1,Penalty,
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,02-02-2020,H,Juventus FC,ACF Fiorentina,WON,LW,80,1,Penalty,
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,08-02-2020,A,Juventus FC,Hellas Verona,WON,LW,65,1,Right-footed shot,Rodrigo Bentancur
Cristiano Ronaldo,19/20,Italy,Italy Cup,Semi-Finals,13-02-2020,A,Juventus FC,AC Milan,LOST,LW,91,1,Penalty,
Lionel Messi,19/20,Spain,LaLiga,Group Stage,22-02-2020,H,FC Barcelona,SD Eibar,WON,SS ,37,1,Left-footed shot,Arturo Vidal
Lionel Messi,19/20,Spain,LaLiga,Group Stage,22-02-2020,H,FC Barcelona,SD Eibar,WON,SS ,40,1,Left-footed shot,
Lionel Messi,19/20,Spain,LaLiga,Group Stage,22-02-2020,H,FC Barcelona,SD Eibar,WON,SS ,87,1,Left-footed shot,
Lionel Messi,19/20,Spain,LaLiga,Group Stage,22-02-2020,H,FC Barcelona,SD Eibar,WON,SS ,14,1,Left-footed shot,Ivan Rakitic
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,22-02-2020,A,Juventus FC,SPAL,LOST,LW,39,1,Tap-in,Juan Cuadrado
Lionel Messi,19/20,Spain,LaLiga,Group Stage,07-03-2020,H,FC Barcelona,Real Sociedad,WON,CF ,81,1,Penalty,
Lionel Messi,19/20,Spain,LaLiga,Group Stage,13-06-2020,A,FC Barcelona,RCD Mallorca,LOST,RW ,93,1,Right-footed shot,Luis Suarez
Lionel Messi,19/20,Spain,LaLiga,Group Stage,16-06-2020,H,FC Barcelona,CD Leganes,WON,RW ,69,1,Penalty,
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,22-06-2020,A,Juventus FC,Bologna FC 1909,LOST,LW,23,1,Penalty,
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,26-06-2020,H,Juventus FC,US Lecce,WON,LW,62,1,Penalty,
Lionel Messi,19/20,Spain,LaLiga,Group Stage,30-06-2020,H,FC Barcelona,Atletico de Madrid,LOST,SS ,50,1,Penalty,
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,30-06-2020,A,Juventus FC,Genoa CFC,LOST,LW,56,1,Long distance kick,Miralem Pjanic
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,04-07-2020,H,Juventus FC,Torino FC,WON,LW,61,1,Direct free kick,
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,07-07-2020,A,Juventus FC,AC Milan,WON,LW,53,1,Left-footed shot,Juan Cuadrado
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,11-07-2020,H,Juventus FC,Atalanta BC,LOST,LW,90,1,Penalty,
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,11-07-2020,H,Juventus FC,Atalanta BC,LOST,LW,55,1,Penalty,
Lionel Messi,19/20,Spain,LaLiga,Group Stage,16-07-2020,H,FC Barcelona,CA Osasuna,LOST,RW ,62,1,Direct free kick,
Lionel Messi,19/20,Spain,LaLiga,Group Stage,19-07-2020,A,FC Barcelona,Deportivo Alaves,LOST,RW ,34,1,Left-footed shot,Riqui Puig
Lionel Messi,19/20,Spain,LaLiga,Group Stage,19-07-2020,A,FC Barcelona,Deportivo Alaves,LOST,RW ,75,1,Left-footed shot,Jordi Alba
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,20-07-2020,H,Juventus FC,SS Lazio,WON,LW,54,1,Counter attack goal,Paulo Dybala
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,20-07-2020,H,Juventus FC,SS Lazio,WON,LW,51,1,Penalty,
Cristiano Ronaldo,19/20,Italy,Serie A,Group Stage,26-07-2020,H,Juventus FC,UC Sampdoria,WON,LW,52,1,Right-footed shot,Miralem Pjanic
Cristiano Ronaldo,19/20,Spain,UEFA Champions League,Group Stage,07-08-2020,H,Juventus FC,Olympique Lyon,WON,LW,43,1,Penalty,
Cristiano Ronaldo,19/20,Spain,UEFA Champions League,Group Stage,07-08-2020,H,Juventus FC,Olympique Lyon,WON,LW,60,1,Left-footed shot,Federico Bernardeschi
Lionel Messi,19/20,Spain,UEFA Champions League,Group Stage,08-08-2020,H,FC Barcelona,SSC Napoli,WON,SS ,23,1,Left-footed shot,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,20-09-2020,H,Juventus FC,UC Sampdoria,WON,CF,88,1,Right-footed shot,Aaron Ramsey
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,27-09-2020,A,Juventus FC,AS Roma,LOST,CF,44,1,Penalty,
Lionel Messi,20/21,Spain,LaLiga,Group Stage,27-09-2020,H,FC Barcelona,Villarreal CF,WON,CF ,35,1,Penalty,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,27-09-2020,A,Juventus FC,AS Roma,LOST,CF,69,1,Header,Danilo
Lionel Messi,20/21,Spain,UEFA Champions League,Group Stage,20-10-2020,H,FC Barcelona,Ferencvarosi TC,WON,CF ,27,1,Penalty,
Lionel Messi,20/21,Spain,UEFA Champions League,Group Stage,28-10-2020,A,FC Barcelona,Juventus FC,LOST,CF ,91,1,Penalty,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,01-11-2020,A,Juventus FC,Spezia Calcio,LOST,CF,59,1,Right-footed shot,alvaro Morata
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,01-11-2020,A,Juventus FC,Spezia Calcio,LOST,CF,76,1,Penalty,
Lionel Messi,20/21,Spain,UEFA Champions League,Group Stage,04-11-2020,H,FC Barcelona,Dynamo Kyiv,WON,RW ,5,1,Penalty,
Lionel Messi,20/21,Spain,LaLiga,Group Stage,07-11-2020,H,FC Barcelona,Real Betis Balompie,WON,CF,82,1,Left-footed shot,Sergi Roberto
Lionel Messi,20/21,Spain,LaLiga,Group Stage,07-11-2020,H,FC Barcelona,Real Betis Balompie,WON,CF,61,1,Penalty,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,08-11-2020,A,Juventus FC,SS Lazio,LOST,LW,15,1,Right-footed shot,Juan Cuadrado
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,21-11-2020,H,Juventus FC,Cagliari Calcio,WON,CF,38,1,Right-footed shot,alvaro Morata
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,21-11-2020,H,Juventus FC,Cagliari Calcio,WON,CF,42,1,Right-footed shot,Merih Demiral
Cristiano Ronaldo,20/21,Spain,UEFA Champions League,Group Stage,24-11-2020,H,Juventus FC,Ferencvarosi TC,WON,CF,35,1,Left-footed shot,Juan Cuadrado
Lionel Messi,20/21,Spain,LaLiga,Group Stage,29-11-2020,H,FC Barcelona,CA Osasuna,WON,RW ,73,1,Left-footed shot,Francisco TrincÃ£o
Cristiano Ronaldo,20/21,Spain,UEFA Champions League,Group Stage,02-12-2020,H,Juventus FC,Dynamo Kyiv,WON,CF,57,1,Right-footed shot,alvaro Morata
Cristiano Ronaldo,20/21,Spain,UEFA Champions League,Group Stage,08-12-2020,A,Juventus FC,FC Barcelona,LOST,CF,13,1,Penalty,
Cristiano Ronaldo,20/21,Spain,UEFA Champions League,Group Stage,08-12-2020,A,Juventus FC,FC Barcelona,LOST,CF,52,1,Penalty,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,13-12-2020,A,Juventus FC,Genoa CFC,LOST,CF,78,1,Penalty,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,13-12-2020,A,Juventus FC,Genoa CFC,LOST,CF,89,1,Penalty,
Lionel Messi,20/21,Spain,LaLiga,Group Stage,13-12-2020,H,FC Barcelona,Levante UD,WON,CF ,76,1,Left-footed shot,Frenkie de Jong
Lionel Messi,20/21,Spain,LaLiga,Group Stage,19-12-2020,H,FC Barcelona,Valencia CF,LOST,CF ,49,1,Header,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,19-12-2020,A,Juventus FC,Parma Calcio 1913,LOST,CF,48,1,Left-footed shot,Aaron Ramsey
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,19-12-2020,A,Juventus FC,Parma Calcio 1913,LOST,CF,26,1,Header,alvaro Morata
Lionel Messi,20/21,Spain,LaLiga,Group Stage,22-12-2020,A,FC Barcelona,Real Valladolid CF,LOST,AM ,65,1,Left-footed shot,Pedri
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,03-01-2021,H,Juventus FC,Udinese Calcio,WON,CF,70,1,Left-footed shot,Rodrigo Bentancur
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,03-01-2021,H,Juventus FC,Udinese Calcio,WON,CF,31,1,Right-footed shot,Aaron Ramsey
Lionel Messi,20/21,Spain,LaLiga,Group Stage,06-01-2021,A,FC Barcelona,Athletic Bilbao,LOST,CF ,62,1,Left-footed shot,Antoine Griezmann
Lionel Messi,20/21,Spain,LaLiga,Group Stage,06-01-2021,A,FC Barcelona,Athletic Bilbao,LOST,CF ,38,1,Left-footed shot,Pedri
Lionel Messi,20/21,Spain,LaLiga,Group Stage,09-01-2021,A,FC Barcelona,Granada CF,LOST,CF ,35,1,Left-footed shot,Antoine Griezmann
Lionel Messi,20/21,Spain,LaLiga,Group Stage,09-01-2021,A,FC Barcelona,Granada CF,LOST,CF ,42,1,Direct free kick,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,10-01-2021,H,Juventus FC,US Sassuolo,WON,CF,92,1,Right-footed shot,Danilo
Cristiano Ronaldo,20/21,Italy,Supercoppa Italiana,Final,20-01-2021,H,Juventus FC,SSC Napoli,WON,CF,64,1,Tap-in,
Lionel Messi,20/21,Spain,Copa del Rey,Group Stage,27-01-2021,A,FC Barcelona,Rayo Vallecano,LOST,CF ,69,1,Left-footed shot,Antoine Griezmann
Lionel Messi,20/21,Spain,LaLiga,Group Stage,31-01-2021,H,FC Barcelona,Athletic Bilbao,WON,CF ,20,1,Direct free kick,
Cristiano Ronaldo,20/21,Italy,Italy Cup,Semi-Finals,02-02-2021,A,Juventus FC,Inter Milan,LOST,CF,35,1,Left-footed shot,
Cristiano Ronaldo,20/21,Italy,Italy Cup,Semi-Finals,02-02-2021,A,Juventus FC,Inter Milan,LOST,CF,26,1,Penalty,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,06-02-2021,H,Juventus FC,AS Roma,WON,CF,13,1,Left-footed shot,alvaro Morata
Lionel Messi,20/21,Spain,LaLiga,Group Stage,07-02-2021,A,FC Barcelona,Real Betis Balompie,LOST,CF,59,1,Left-footed shot,Ousmane Dembele
Lionel Messi,20/21,Spain,LaLiga,Group Stage,13-02-2021,H,FC Barcelona,Deportivo Alaves,WON,CF ,75,1,Left-footed shot,Antoine Griezmann
Lionel Messi,20/21,Spain,LaLiga,Group Stage,13-02-2021,H,FC Barcelona,Deportivo Alaves,WON,CF ,46,1,Left-footed shot,Sergio Busquets
Lionel Messi,20/21,Spain,UEFA Champions League,Group Stage,16-02-2021,H,FC Barcelona,Paris Saint-Germain,LOST,CF ,27,1,Penalty,
Lionel Messi,20/21,Spain,LaLiga,Group Stage,21-02-2021,H,FC Barcelona,Cadiz CF,LOST,CF ,32,1,Penalty,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,22-02-2021,H,Juventus FC,FC Crotone,WON,CF,38,1,Header,Alex Sandro
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,22-02-2021,H,Juventus FC,FC Crotone,WON,CF,46,1,Header,Aaron Ramsey
Lionel Messi,20/21,Spain,LaLiga,Group Stage,24-02-2021,H,FC Barcelona,Elche CF,WON,CF ,48,1,Left-footed shot,Martin Braithwaite
Lionel Messi,20/21,Spain,LaLiga,Group Stage,24-02-2021,H,FC Barcelona,Elche CF,WON,CF ,68,1,Left-footed shot,Frenkie de Jong
Lionel Messi,20/21,Spain,LaLiga,Group Stage,27-02-2021,A,FC Barcelona,Sevilla FC,LOST,CF ,85,1,Right-footed shot,Ilaix Moriba
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,27-02-2021,A,Juventus FC,Hellas Verona,LOST,CF,49,1,Right-footed shot,Federico Chiesa
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,02-03-2021,H,Juventus FC,Spezia Calcio,WON,CF,89,1,Counter attack goal,Rodrigo Bentancur
Lionel Messi,20/21,Spain,UEFA Champions League,Group Stage,10-03-2021,A,FC Barcelona,Paris Saint-Germain,LOST,SS ,37,1,Long distance kick,Pedri
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,14-03-2021,A,Juventus FC,Cagliari Calcio,LOST,CF,25,1,Penalty,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,14-03-2021,A,Juventus FC,Cagliari Calcio,LOST,CF,32,1,Left-footed shot,Federico Chiesa
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,14-03-2021,A,Juventus FC,Cagliari Calcio,LOST,CF,10,1,Header,Juan Cuadrado
Lionel Messi,20/21,Spain,LaLiga,Group Stage,15-03-2021,H,FC Barcelona,SD Huesca,WON,SS ,90,1,Left-footed shot,Francisco TrincÃ£o
Lionel Messi,20/21,Spain,LaLiga,Group Stage,15-03-2021,H,FC Barcelona,SD Huesca,WON,SS ,13,1,Left-footed shot,Sergio Busquets
Lionel Messi,20/21,Spain,LaLiga,Group Stage,21-03-2021,A,FC Barcelona,Real Sociedad,LOST,SS ,89,1,Left-footed shot,Jordi Alba
Lionel Messi,20/21,Spain,LaLiga,Group Stage,21-03-2021,A,FC Barcelona,Real Sociedad,LOST,SS ,56,1,Left-footed shot,Sergio Busquets
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,03-04-2021,A,Juventus FC,Torino FC,LOST,CF,79,1,Header,Giorgio Chiellini
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,07-04-2021,H,Juventus FC,SSC Napoli,WON,CF,13,1,Right-footed shot,Federico Chiesa
Lionel Messi,20/21,Spain,Copa del Rey,Final,17-04-2021,A,FC Barcelona,Athletic Bilbao,LOST,CF ,72,1,Left-footed shot,Jordi Alba
Lionel Messi,20/21,Spain,Copa del Rey,Final,17-04-2021,A,FC Barcelona,Athletic Bilbao,LOST,CF ,68,1,Left-footed shot,Frenkie de Jong
Lionel Messi,20/21,Spain,LaLiga,Group Stage,22-04-2021,H,FC Barcelona,Getafe CF,WON,CF ,8,1,Left-footed shot,Sergio Busquets
Lionel Messi,20/21,Spain,LaLiga,Group Stage,22-04-2021,H,FC Barcelona,Getafe CF,WON,CF ,33,1,Left-footed shot,
Lionel Messi,20/21,Spain,LaLiga,Group Stage,29-04-2021,H,FC Barcelona,Granada CF,LOST,CF ,23,1,Left-footed shot,Antoine Griezmann
Lionel Messi,20/21,Spain,LaLiga,Group Stage,02-05-2021,A,FC Barcelona,Valencia CF,LOST,CF ,69,1,Direct free kick,
Lionel Messi,20/21,Spain,LaLiga,Group Stage,02-05-2021,A,FC Barcelona,Valencia CF,LOST,CF ,57,1,Left-footed shot,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,02-05-2021,A,Juventus FC,Udinese Calcio,LOST,CF,89,1,Header,Adrien Rabiot
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,02-05-2021,A,Juventus FC,Udinese Calcio,LOST,CF,83,1,Penalty,
Lionel Messi,20/21,Spain,LaLiga,Group Stage,11-05-2021,A,FC Barcelona,Levante UD,LOST,SS ,25,1,Left-footed shot,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,12-05-2021,A,Juventus FC,US Sassuolo,LOST,CF,45,1,Left-footed shot,
Cristiano Ronaldo,20/21,Italy,Serie A,Group Stage,15-05-2021,H,Juventus FC,Inter Milan,WON,CF,24,1,Penalty rebound,
Lionel Messi,20/21,Spain,LaLiga,Group Stage,16-05-2021,H,FC Barcelona,Celta de Vigo,LOST,SS ,28,1,Header,Sergio Busquets
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,11-09-2021,H,Manchester United,Newcastle United,WON,CF,62,1,Left-footed shot,Luke Shaw
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,11-09-2021,H,Manchester United,Newcastle United,WON,CF,47,1,Tap-in,
Cristiano Ronaldo,21/22,Spain,UEFA Champions League,Group Stage,14-09-2021,A,Manchester United,BSC Young Boys,WON,CF,13,1,Right-footed shot,Bruno Fernandes
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,19-09-2021,A,Manchester United,West Ham United,LOST,CF,35,1,Right-footed shot,
Lionel Messi,21/22,Spain,UEFA Champions League,Group Stage,28-09-2021,H,Paris Saint-Germain,Manchester City,WON,RW,74,1,Left-footed shot,Kylian Mbappe
Cristiano Ronaldo,21/22,Spain,UEFA Champions League,Group Stage,29-09-2021,H,Manchester United,Villarreal CF,WON,CF,95,1,Right-footed shot,Jesse Lingard
Lionel Messi,21/22,Spain,UEFA Champions League,Group Stage,19-10-2021,H,Paris Saint-Germain,RB Leipzig,WON,RW,74,1,Penalty,
Lionel Messi,21/22,Spain,UEFA Champions League,Group Stage,19-10-2021,H,Paris Saint-Germain,RB Leipzig,WON,RW,67,1,Left-footed shot,Kylian Mbappe
Cristiano Ronaldo,21/22,Spain,UEFA Champions League,Group Stage,20-10-2021,H,Manchester United,Atalanta BC,WON,CF,81,1,Header,Luke Shaw
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,30-10-2021,A,Manchester United,Tottenham Hotspur,LOST,CF,39,1,Right-footed shot,Bruno Fernandes
Cristiano Ronaldo,21/22,Spain,UEFA Champions League,Group Stage,02-11-2021,A,Manchester United,Atalanta BC,LOST,CF,91,1,Right-footed shot,Mason Greenwood
Cristiano Ronaldo,21/22,Spain,UEFA Champions League,Group Stage,02-11-2021,A,Manchester United,Atalanta BC,LOST,CF,46,1,Right-footed shot,Bruno Fernandes
Lionel Messi,21/22,Italy,Ligue 1,Group Stage,20-11-2021,H,Paris Saint-Germain,FC Nantes,WON,RW,87,1,Left-footed shot,Kylian Mbappe
Cristiano Ronaldo,21/22,Spain,UEFA Champions League,Group Stage,23-11-2021,A,Manchester United,Villarreal CF,LOST,CF,78,1,Right-footed shot,
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,02-12-2021,H,Manchester United,Arsenal FC,WON,CF,70,1,Penalty,
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,02-12-2021,H,Manchester United,Arsenal FC,WON,CF,52,1,Right-footed shot,Marcus Rashford
Lionel Messi,21/22,Spain,UEFA Champions League,Group Stage,07-12-2021,H,Paris Saint-Germain,Club Brugge KV,WON,CF,38,1,Left-footed shot,Kylian Mbappe
Lionel Messi,21/22,Spain,UEFA Champions League,Group Stage,07-12-2021,H,Paris Saint-Germain,Club Brugge KV,WON,CF,76,1,Penalty,
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,11-12-2021,A,Manchester United,Norwich City,LOST,CF,75,1,Penalty,
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,30-12-2021,H,Manchester United,Burnley FC,WON,CF,35,1,Right-footed shot,
Lionel Messi,21/22,Italy,Ligue 1,Group Stage,06-02-2022,A,Paris Saint-Germain,LOSC Lille,LOST,CF,38,1,Left-footed shot,
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,15-02-2022,H,Manchester United,Brighton & Hove Albion,WON,CF,51,1,Right-footed shot,Scott McTominay
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,12-03-2022,H,Manchester United,Tottenham Hotspur,WON,CF,81,1,Header,Alex Telles
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,12-03-2022,H,Manchester United,Tottenham Hotspur,WON,CF,38,1,Right-footed shot,Jadon Sancho
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,12-03-2022,H,Manchester United,Tottenham Hotspur,WON,CF,12,1,Right-footed shot,Fred
Lionel Messi,21/22,Italy,Ligue 1,Group Stage,03-04-2022,H,Paris Saint-Germain,FC Lorient,WON,RW,73,1,Left-footed shot,Kylian Mbappe
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,16-04-2022,H,Manchester United,Norwich City,WON,CF,7,1,Right-footed shot,Anthony Elanga
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,16-04-2022,H,Manchester United,Norwich City,WON,CF,32,1,Header,Alex Telles
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,16-04-2022,H,Manchester United,Norwich City,WON,CF,76,1,Direct free kick,
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,23-04-2022,A,Manchester United,Arsenal FC,WON,CF,34,1,Left-footed shot,Nemanja MatiÄ‡
Lionel Messi,21/22,Italy,Ligue 1,Group Stage,23-04-2022,H,Paris Saint-Germain,RC Lens,LOST,RW,68,1,Left-footed shot,Neymar
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,28-04-2022,H,Manchester United,Chelsea FC,LOST,CF,62,1,Right-footed shot,Nemanja MatiÄ‡
Cristiano Ronaldo,21/22,England,Premier League,Group Stage,02-05-2022,H,Manchester United,Brentford FC,WON,CF,61,1,Penalty,
Lionel Messi,21/22,Italy,Ligue 1,Group Stage,14-05-2022,A,Paris Saint-Germain,Montpellier,LOST,CF,6,1,Left-footed shot,Kylian Mbappé
Lionel Messi,21/22,Italy,Ligue 1,Group Stage,14-05-2022,A,Paris Saint-Germain,Montpellier,LOST,CF,20,1,Left-footed shot,Kylian Mbappé
Lionel Messi,22/23,Germany ,Trophy de Champions ,Final,31-07-2022,H,Paris Saint-Germain,FC Nantes,WON,CF,22,1,Right-footed shot,
Lionel Messi,21/22,Germany ,Trophy de Champions ,Final,31-07-2022,H,Paris Saint-Germain,FC Nantes,WON,CF,22,1,Right-footed shot,
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,06-08-2022,A,Paris Saint-Germain,Clermont Foot,LOST,CF,80,1,Left-footed shot,Neymar
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,06-08-2022,A,Paris Saint-Germain,Clermont Foot,LOST,CF,86,1,Left-footed shot,Leandro Paredes
Lionel Messi,21/22,Italy,Ligue 1,Group Stage,06-08-2022,A,Paris Saint-Germain,Clermont Foot,LOST,CF,86,1,Left-footed shot,Leandro Paredes
Lionel Messi,21/22,Italy,Ligue 1,Group Stage,06-08-2022,A,Paris Saint-Germain,Clermont Foot,LOST,CF,80,1,Left-footed shot,Neymar
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,21-08-2022,A,Paris Saint-Germain,LOSC Lille,LOST,AM,27,1,Right-footed shot,Nuno Mendes
Lionel Messi,22/23,Spain,Champions League,Group Stage,14-09-2022,A,Paris Saint-Germain,Maccabi Haifa,LOST,SS,37,1,Left-footed shot,
Cristiano Ronaldo,22/23,England,Europa League,Group Stage,15-09-2022,A,Manchester United,FC Sheriff,LOST,CF,39,1,Penalty,
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,18-09-2022,A,Paris Saint-Germain,Olympique Lyon,LOST,AM,5,1,Left-footed shot,Neymar
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,01-10-2022,H,Paris Saint-Germain,OGC Nice,WON,AM,28,1,Direct free kick,
Lionel Messi,22/23,Spain,UEFA Champions League,Group Stage,05-10-2022,A,Paris Saint-Germain,SL Benfica,LOST,AM,22,1,Left-footed shot,Neymar
Cristiano Ronaldo,22/23,England,Premier League,Group Stage,09-10-2022,A,Manchester United,Everton FC,LOST,,44,1,Counter attack goal,Casemiro
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,21-10-2022,A,Paris Saint-Germain,AC Ajaccio,LOST,CF,78,1,Left-footed shot,Kylian Mbappe
Lionel Messi,22/23,Spain,UEFA Champions League,Group Stage,25-10-2022,H,Paris Saint-Germain,Maccabi Haifa,WON,SS,44,1,Left-footed shot,Kylian Mbappe
Lionel Messi,22/23,Spain,UEFA Champions League,Group Stage,25-10-2022,H,Paris Saint-Germain,Maccabi Haifa,WON,SS,19,1,Left-footed shot,Kylian Mbappe
Cristiano Ronaldo,22/23,England,Europa League,Group Stage,27-10-2022,H,Manchester United,FC Sheriff,WON,CF,81,1,Left-footed shot,
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,29-10-2022,H,Paris Saint-Germain,ESTAC Troyes,WON,RW,55,1,Left-footed shot,Sergio Ramos
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,01-02-2023,A,Paris Saint-Germain,Montpellier HSC,LOST,SS,72,1,Left-footed shot,Fabián Ruiz
Cristiano Ronaldo,22/23,Saudi Arabia,Saudi Pro League,Group Stage,03-02-2023,A,Al-Nassr FC,Al-Fateh,LOST,CF,93,1,Penalty,
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,04-02-2023,H,Paris Saint-Germain,FC Toulouse,WON,SS,58,1,Left-footed shot,Achraf Hakimi
Cristiano Ronaldo,22/23,Saudi Arabia,Saudi Pro League,Group Stage,09-02-2023,A,Al-Nassr FC,Al-Wehda FC,LOST,CF,61,1,Right-footed shot,
Cristiano Ronaldo,22/23,Saudi Arabia,Saudi Pro League,Group Stage,09-02-2023,A,Al-Nassr FC,Al-Wehda FC,LOST,CF,53,1,Penalty,
Cristiano Ronaldo,22/23,Saudi Arabia,Saudi Pro League,Group Stage,09-02-2023,A,Al-Nassr FC,Al-Wehda FC,LOST,CF,21,1,Left-footed shot,Abdulrahman Ghareeb
Cristiano Ronaldo,22/23,Saudi Arabia,Saudi Pro League,Group Stage,09-02-2023,A,Al-Nassr FC,Al-Wehda FC,LOST,CF,40,1,Right-footed shot,Sami Al-Najei
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,19-02-2023,H,Paris Saint-Germain,LOSC Lille,WON,CF,95,1,Direct free kick,"	"
Cristiano Ronaldo,22/23,Saudi Arabia,Saudi Pro League,Group Stage,25-02-2023,A,Al-Nassr FC,Damac FC,LOST,CF,18,1,Penalty,"	"
Cristiano Ronaldo,22/23,Saudi Arabia,Saudi Pro League,Group Stage,25-02-2023,A,Al-Nassr FC,Damac FC,LOST,CF,44,1,Counter attack goal,Ayman Yahya
Cristiano Ronaldo,22/23,Saudi Arabia,Saudi Pro League,Group Stage,25-02-2023,A,Al-Nassr FC,Damac FC,LOST,CF,23,1,Left-footed shot,Sultan Al-Ghannam
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,26-02-2023,A,Paris Saint-Germain,Olympique Marseille,LOST,CF,29,1,Right-footed shot,Kylian Mbappé
Lionel Messi,22/23,Italy,Ligue 1,Group Stage,04-03-2023,H,Paris Saint-Germain,FC Nantes,WON,CF,12,1,Left-footed shot,
